win,lose,probability
Milwaukee Bucks,Minnesota Timberwolves,0.5158341562391122
New York Knicks,New Orleans Pelicans,0.5523414054712115
San Antonio Spurs,Portland Trail Blazers,0.7717265024321123
Washington Wizards,Brooklyn Nets,0.9099490649689712
Chicago Bulls,Milwaukee Bucks,0.8454901027291303
Cleveland Cavaliers,Charlotte Hornets,0.6503077525993586
Houston Rockets,New York Knicks,0.6652643822809249
Oklahoma City Thunder,Los Angeles Clippers,0.6409783056613454
Memphis Grizzlies,Sacramento Kings,0.5559444375173258
Utah Jazz,Phoenix Suns,0.8121269506005673
San Antonio Spurs,Atlanta Hawks,0.5803072878926108
Indiana Pacers,Orlando Magic,0.6960009003731763
Toronto Raptors,Los Angeles Lakers,0.9794596260736784
Miami Heat,Detroit Pistons,0.6953959211914774
Portland Trail Blazers,Minnesota Timberwolves,0.7824208518289455
Utah Jazz,Brooklyn Nets,0.8976428320064215
Chicago Bulls,Charlotte Hornets,0.6001482795159485
Cleveland Cavaliers,New Orleans Pelicans,0.931137881911011
Golden State Warriors,Denver Nuggets,0.9358447619662086
Washington Wizards,Houston Rockets,0.5112652271310163
Los Angeles Clippers,Phoenix Suns,0.9196848222085547
Oklahoma City Thunder,Milwaukee Bucks,0.8332137966471834
Orlando Magic,New York Knicks,0.6083630400973932
Boston Celtics,Utah Jazz,0.7227791514739381
Washington Wizards,Dallas Mavericks,0.5048084230361327
Denver Nuggets,Sacramento Kings,0.5079468237180362
Detroit Pistons,Indiana Pacers,0.5710840885279781
Memphis Grizzlies,Los Angeles Lakers,0.9361542008416562
Minnesota Timberwolves,Philadelphia 76ers,0.9564187909514397
Miami Heat,Phoenix Suns,0.9119792168561188
San Antonio Spurs,Toronto Raptors,0.6358378887912514
Oklahoma City Thunder,Charlotte Hornets,0.5239883139977661
Cleveland Cavaliers,Chicago Bulls,0.7369418306690967
Golden State Warriors,Portland Trail Blazers,0.8341065399899813
Los Angeles Clippers,Memphis Grizzlies,0.7667777915074081
New York Knicks,Milwaukee Bucks,0.517014747325271
Atlanta Hawks,Orlando Magic,0.6561250916500725
Miami Heat,Sacramento Kings,0.748472023277741
Dallas Mavericks,Phoenix Suns,0.8218854378573365
San Antonio Spurs,Denver Nuggets,0.8214031623924272
Detroit Pistons,Charlotte Hornets,0.5031947267546331
Oklahoma City Thunder,Houston Rockets,0.6869948164823418
Indiana Pacers,Brooklyn Nets,0.9181116203699617
Atlanta Hawks,New Orleans Pelicans,0.765651675903718
Portland Trail Blazers,Los Angeles Lakers,0.936528289961601
Toronto Raptors,Utah Jazz,0.7924971795045563
Boston Celtics,Philadelphia 76ers,0.9880961363783872
Cleveland Cavaliers,Brooklyn Nets,0.9725134211612193
Golden State Warriors,Memphis Grizzlies,0.8941237575585688
Miami Heat,Los Angeles Lakers,0.97210646425504
New York Knicks,Milwaukee Bucks,0.5338548675191277
Houston Rockets,Orlando Magic,0.5531746967924696
Los Angeles Clippers,Sacramento Kings,0.7539353511115172
Washington Wizards,Minnesota Timberwolves,0.8094175219872138
Boston Celtics,New Orleans Pelicans,0.8549430266504771
Toronto Raptors,Chicago Bulls,0.5442725531140709
Atlanta Hawks,Dallas Mavericks,0.5649080373392252
Indiana Pacers,New York Knicks,0.7446548046118473
Utah Jazz,Minnesota Timberwolves,0.7175487752818388
Oklahoma City Thunder,Denver Nuggets,0.8830026602201742
San Antonio Spurs,Charlotte Hornets,0.7578600180684617
Brooklyn Nets,Philadelphia 76ers,0.7840327181903902
Los Angeles Clippers,Miami Heat,0.5804070085035948
Orlando Magic,Los Angeles Lakers,0.9238550825102586
Memphis Grizzlies,Utah Jazz,0.5036482573366421
Washington Wizards,Milwaukee Bucks,0.7042333644123039
Cleveland Cavaliers,Phoenix Suns,0.9542715804071235
Portland Trail Blazers,Detroit Pistons,0.5946853548297261
Golden State Warriors,Sacramento Kings,0.8648214862602824
Toronto Raptors,Houston Rockets,0.8023840264277751
Oklahoma City Thunder,Chicago Bulls,0.5099576299738217
Dallas Mavericks,Minnesota Timberwolves,0.7382658552248245
New York Knicks,New Orleans Pelicans,0.5036816964590709
Atlanta Hawks,Brooklyn Nets,0.9270784212340772
Golden State Warriors,Miami Heat,0.7803680312438025
Charlotte Hornets,Houston Rockets,0.5842362458407844
Portland Trail Blazers,Los Angeles Lakers,0.9609795538402779
Detroit Pistons,Sacramento Kings,0.622771564303781
San Antonio Spurs,Milwaukee Bucks,0.9194248505594382
Toronto Raptors,Boston Celtics,0.6736466317956445
Cleveland Cavaliers,Utah Jazz,0.794116854319103
Chicago Bulls,Washington Wizards,0.5973958872221297
Boston Celtics,Washington Wizards,0.6961034290927753
Los Angeles Clippers,Orlando Magic,0.7989264127386979
Houston Rockets,Minnesota Timberwolves,0.704978142128672
Oklahoma City Thunder,Memphis Grizzlies,0.8137565350551315
New York Knicks,Philadelphia 76ers,0.9725737124947454
Cleveland Cavaliers,Portland Trail Blazers,0.7121739850038996
New Orleans Pelicans,Brooklyn Nets,0.7950574858830717
Indiana Pacers,Denver Nuggets,0.6435818021155634
Golden State Warriors,Detroit Pistons,0.8649425825218827
Chicago Bulls,New York Knicks,0.8262730279297157
Dallas Mavericks,Phoenix Suns,0.8516985827638954
San Antonio Spurs,Los Angeles Lakers,0.977428788344164
Atlanta Hawks,Boston Celtics,0.5366059540887236
Houston Rockets,Memphis Grizzlies,0.5635230742045355
Miami Heat,Milwaukee Bucks,0.8073307850106646
Oklahoma City Thunder,Minnesota Timberwolves,0.8584957412573919
Charlotte Hornets,Philadelphia 76ers,0.99000352189303
Portland Trail Blazers,Orlando Magic,0.7004352835445949
Cleveland Cavaliers,Sacramento Kings,0.8570086275254569
Toronto Raptors,Brooklyn Nets,0.9640541945963997
Detroit Pistons,Utah Jazz,0.5151421247171069
Chicago Bulls,New Orleans Pelicans,0.8383903686769751
Los Angeles Clippers,Los Angeles Lakers,0.9616468946010973
San Antonio Spurs,Phoenix Suns,0.9387385658788218
Utah Jazz,Orlando Magic,0.5999881397981531
Washington Wizards,Philadelphia 76ers,0.978638034339207
Atlanta Hawks,Milwaukee Bucks,0.8363041975093325
Houston Rockets,Brooklyn Nets,0.8918796471063452
Dallas Mavericks,Minnesota Timberwolves,0.7671971529745428
Detroit Pistons,Los Angeles Lakers,0.9508238282810082
Chicago Bulls,Memphis Grizzlies,0.6778601163934486
Oklahoma City Thunder,Sacramento Kings,0.7801084410299008
Toronto Raptors,New York Knicks,0.8746240879011161
Boston Celtics,Charlotte Hornets,0.6303436000592176
Orlando Magic,Denver Nuggets,0.5198364201528833
Golden State Warriors,Cleveland Cavaliers,0.6382157334119277
Indiana Pacers,New Orleans Pelicans,0.7830432299076299
Los Angeles Clippers,Oklahoma City Thunder,0.5370881533588309
Milwaukee Bucks,Philadelphia 76ers,0.938345216770596
Atlanta Hawks,New York Knicks,0.7635499575340663
Utah Jazz,Phoenix Suns,0.8379897418876993
Washington Wizards,Portland Trail Blazers,0.504106665532682
Toronto Raptors,Brooklyn Nets,0.9600570373424688
Chicago Bulls,Dallas Mavericks,0.6739359837277736
Denver Nuggets,Los Angeles Lakers,0.894611767297545
Miami Heat,Houston Rockets,0.729528854578885
San Antonio Spurs,Minnesota Timberwolves,0.933880732953847
Boston Celtics,New York Knicks,0.8264570575337555
Charlotte Hornets,Portland Trail Blazers,0.6051558366482755
Detroit Pistons,Atlanta Hawks,0.5165008873363408
Golden State Warriors,Oklahoma City Thunder,0.7487569331135608
Houston Rockets,Milwaukee Bucks,0.7217958406182755
Orlando Magic,New Orleans Pelicans,0.6111416619560315
Toronto Raptors,Philadelphia 76ers,0.994398557011823
Indiana Pacers,Sacramento Kings,0.6334121601194511
Washington Wizards,Memphis Grizzlies,0.6306450260077354
Cleveland Cavaliers,Phoenix Suns,0.9611197309575409
Los Angeles Clippers,Minnesota Timberwolves,0.8910440519378768
Miami Heat,Dallas Mavericks,0.6955881361029109
Washington Wizards,New York Knicks,0.7171504167038911
San Antonio Spurs,Denver Nuggets,0.907477277111496
Atlanta Hawks,Chicago Bulls,0.5008642436591629
Toronto Raptors,Charlotte Hornets,0.5581719778518472
Dallas Mavericks,Utah Jazz,0.5275331485405904
Golden State Warriors,Houston Rockets,0.7983052218469617
Indiana Pacers,Los Angeles Lakers,0.9529106339968902
Memphis Grizzlies,Sacramento Kings,0.61921698240101
New Orleans Pelicans,Brooklyn Nets,0.7570404993962166
Orlando Magic,Milwaukee Bucks,0.6443404719135354
Portland Trail Blazers,Philadelphia 76ers,0.9892109150887443
Atlanta Hawks,Philadelphia 76ers,0.9855518175378324
Boston Celtics,Portland Trail Blazers,0.648121948101021
Chicago Bulls,Sacramento Kings,0.7862241390511499
Charlotte Hornets,Brooklyn Nets,0.9384038470844723
Cleveland Cavaliers,San Antonio Spurs,0.6687732406596272
Los Angeles Clippers,Denver Nuggets,0.7620177102461597
Detroit Pistons,Washington Wizards,0.576372293685564
Memphis Grizzlies,Houston Rockets,0.5189436737308266
Miami Heat,Milwaukee Bucks,0.8581480877628337
New York Knicks,Phoenix Suns,0.6497721893927328
Indiana Pacers,Utah Jazz,0.5265104522805333
Dallas Mavericks,Los Angeles Lakers,0.909940896204468
Denver Nuggets,Minnesota Timberwolves,0.5534701527421845
Golden State Warriors,Orlando Magic,0.8500341818635473
Toronto Raptors,Phoenix Suns,0.9404181692916684
Atlanta Hawks,Los Angeles Clippers,0.5095174968547763
San Antonio Spurs,Brooklyn Nets,0.9629361218005889
Charlotte Hornets,Washington Wizards,0.6558854327468397
Detroit Pistons,Sacramento Kings,0.7127975214732195
Indiana Pacers,New York Knicks,0.7446548046118473
Golden State Warriors,Miami Heat,0.6292800616932634
Houston Rockets,Milwaukee Bucks,0.6630337103374233
Cleveland Cavaliers,New Orleans Pelicans,0.9009166416428042
Oklahoma City Thunder,Utah Jazz,0.6954145783361139
Utah Jazz,Denver Nuggets,0.6082215683961064
Chicago Bulls,Orlando Magic,0.737549792103448
Los Angeles Clippers,Philadelphia 76ers,0.9925702701974853
Minnesota Timberwolves,Phoenix Suns,0.636692784050205
Toronto Raptors,San Antonio Spurs,0.5631617031729362
Boston Celtics,Washington Wizards,0.5625203202810319
Boston Celtics,Houston Rockets,0.734876544938989
Miami Heat,Brooklyn Nets,0.9461399737167209
Chicago Bulls,Atlanta Hawks,0.6128555592490056
Golden State Warriors,Charlotte Hornets,0.6649997607094058
Cleveland Cavaliers,Sacramento Kings,0.9055365708321181
Dallas Mavericks,New York Knicks,0.6709925766574908
Toronto Raptors,Memphis Grizzlies,0.7298068816762115
Milwaukee Bucks,Philadelphia 76ers,0.938345216770596
Oklahoma City Thunder,New Orleans Pelicans,0.8433127324737336
Portland Trail Blazers,Los Angeles Lakers,0.936528289961601
Denver Nuggets,Phoenix Suns,0.7269270526487204
Indiana Pacers,Minnesota Timberwolves,0.7471437858189605
Oklahoma City Thunder,Dallas Mavericks,0.7683297312764676
Utah Jazz,Los Angeles Lakers,0.9044458752586422
Atlanta Hawks,Washington Wizards,0.6530622176625999
Boston Celtics,Orlando Magic,0.7889727770213035
Chicago Bulls,Miami Heat,0.5339434698729273
Cleveland Cavaliers,Brooklyn Nets,0.9767465397173453
Indiana Pacers,Sacramento Kings,0.7189993627794661
San Antonio Spurs,New Orleans Pelicans,0.8697340583170987
Charlotte Hornets,New York Knicks,0.7730282532646175
Houston Rockets,Philadelphia 76ers,0.983851691650701
Portland Trail Blazers,Memphis Grizzlies,0.6592556640322152
Toronto Raptors,Milwaukee Bucks,0.9010567019393582
Charlotte Hornets,Sacramento Kings,0.776627949548766
Golden State Warriors,Los Angeles Clippers,0.7753166848653121
Miami Heat,Detroit Pistons,0.6953959211914774
Boston Celtics,Milwaukee Bucks,0.7946816195605159
Minnesota Timberwolves,Brooklyn Nets,0.7343402365218686
Denver Nuggets,Phoenix Suns,0.7162046845239973
Utah Jazz,Memphis Grizzlies,0.5537967459123176
Atlanta Hawks,New York Knicks,0.7964802023401671
Chicago Bulls,Philadelphia 76ers,0.986497804670835
Cleveland Cavaliers,Oklahoma City Thunder,0.7146681217617795
Indiana Pacers,Houston Rockets,0.6292704880597113
Washington Wizards,New Orleans Pelicans,0.7195130597411687
Golden State Warriors,Portland Trail Blazers,0.7253644460502231
San Antonio Spurs,Dallas Mavericks,0.8116765740267704
Toronto Raptors,Orlando Magic,0.8455999545648097
Boston Celtics,Detroit Pistons,0.7011420139535982
Cleveland Cavaliers,Dallas Mavericks,0.7832382338985681
Miami Heat,Brooklyn Nets,0.946854243369161
Orlando Magic,Minnesota Timberwolves,0.6391967722352472
Sacramento Kings,Philadelphia 76ers,0.9758551912640072
Memphis Grizzlies,Phoenix Suns,0.8134041884415125
Houston Rockets,Sacramento Kings,0.635536385309768
Denver Nuggets,Los Angeles Lakers,0.894611767297545
Portland Trail Blazers,Charlotte Hornets,0.5160739513327037
San Antonio Spurs,Oklahoma City Thunder,0.6670924758500908
Toronto Raptors,New Orleans Pelicans,0.8961967803938634
Washington Wizards,New York Knicks,0.7243925191977195
Toronto Raptors,Boston Celtics,0.5124841664655496
New York Knicks,Brooklyn Nets,0.8276224957723229
Cleveland Cavaliers,Minnesota Timberwolves,0.9463935902785754
Dallas Mavericks,Philadelphia 76ers,0.9726384011691409
Memphis Grizzlies,Denver Nuggets,0.5667933425965037
Detroit Pistons,New Orleans Pelicans,0.7778180841886883
Golden State Warriors,Charlotte Hornets,0.8231610314226299
Miami Heat,Atlanta Hawks,0.6363752913818941
Oklahoma City Thunder,Chicago Bulls,0.6329736585189254
Indiana Pacers,Orlando Magic,0.6048763871171348
Los Angeles Clippers,Phoenix Suns,0.9142977308801676
Utah Jazz,Milwaukee Bucks,0.7138052188780931
Atlanta Hawks,Houston Rockets,0.5712467771965068
Golden State Warriors,Los Angeles Clippers,0.608497965403535
San Antonio Spurs,Philadelphia 76ers,0.9934791512480284
Washington Wizards,Los Angeles Lakers,0.9286802656699155
Boston Celtics,Los Angeles Lakers,0.9593383565315735
Indiana Pacers,Brooklyn Nets,0.9107157322855649
Denver Nuggets,Milwaukee Bucks,0.6056669644987384
Detroit Pistons,Minnesota Timberwolves,0.8204920801313907
Chicago Bulls,Houston Rockets,0.6624292182194674
Oklahoma City Thunder,Memphis Grizzlies,0.8137565350551315
Toronto Raptors,Orlando Magic,0.7829532367120368
Portland Trail Blazers,Dallas Mavericks,0.5949040999902878
Sacramento Kings,Phoenix Suns,0.7355854126727807
Atlanta Hawks,Orlando Magic,0.7544448800227636
Indiana Pacers,Detroit Pistons,0.5896027707889783
Miami Heat,Philadelphia 76ers,0.9877710342165046
Memphis Grizzlies,Minnesota Timberwolves,0.6816298657075746
Cleveland Cavaliers,New York Knicks,0.8998693795039874
Milwaukee Bucks,Phoenix Suns,0.6844652310309955
Golden State Warriors,Sacramento Kings,0.8648214862602824
San Antonio Spurs,Denver Nuggets,0.907477277111496
Charlotte Hornets,Utah Jazz,0.5937857513751776
Washington Wizards,New Orleans Pelicans,0.7648652786547994
Boston Celtics,Los Angeles Clippers,0.5583229210894486
Toronto Raptors,Brooklyn Nets,0.9600570373424688
Oklahoma City Thunder,Portland Trail Blazers,0.7223299540890391
Atlanta Hawks,Utah Jazz,0.6817889569691168
Dallas Mavericks,Denver Nuggets,0.6328545349267098
Detroit Pistons,Philadelphia 76ers,0.9801208593051749
Oklahoma City Thunder,Indiana Pacers,0.599323243188242
San Antonio Spurs,Memphis Grizzlies,0.7448720013566474
Miami Heat,Minnesota Timberwolves,0.8357627954500639
New Orleans Pelicans,Phoenix Suns,0.647110213644952
New York Knicks,Los Angeles Lakers,0.8024657857416552
Chicago Bulls,Sacramento Kings,0.7603009073654906
Toronto Raptors,Los Angeles Clippers,0.6493340545069125
Cleveland Cavaliers,Washington Wizards,0.7371019797007505
Charlotte Hornets,Brooklyn Nets,0.9384038470844723
Portland Trail Blazers,Dallas Mavericks,0.5590360721783588
Houston Rockets,Orlando Magic,0.6094177216541848
Atlanta Hawks,Denver Nuggets,0.8145180184152475
Washington Wizards,Brooklyn Nets,0.9089418087318712
Detroit Pistons,Los Angeles Lakers,0.9333948582212047
Golden State Warriors,Chicago Bulls,0.7692288585279015
Cleveland Cavaliers,Indiana Pacers,0.7164685589674087
Memphis Grizzlies,Phoenix Suns,0.8074496834639434
Miami Heat,Milwaukee Bucks,0.8073307850106646
Toronto Raptors,Minnesota Timberwolves,0.8744148966936319
Utah Jazz,New Orleans Pelicans,0.6926566960680763
Los Angeles Clippers,New York Knicks,0.8212475519518725
San Antonio Spurs,Philadelphia 76ers,0.9948156752623815
Boston Celtics,Sacramento Kings,0.7332354904334997
Charlotte Hornets,Houston Rockets,0.6975604128076449
Dallas Mavericks,Utah Jazz,0.5275331485405904
Cleveland Cavaliers,Oklahoma City Thunder,0.5228187811999039
Orlando Magic,Philadelphia 76ers,0.96030035580241
Boston Celtics,Portland Trail Blazers,0.5315587432090454
Miami Heat,Brooklyn Nets,0.9461399737167209
San Antonio Spurs,Detroit Pistons,0.656709138819615
Golden State Warriors,Memphis Grizzlies,0.8093129428726663
Milwaukee Bucks,Los Angeles Lakers,0.8122365569246278
New Orleans Pelicans,Minnesota Timberwolves,0.5291459297940002
Denver Nuggets,New York Knicks,0.5208026073607559
Chicago Bulls,Phoenix Suns,0.9169716598165575
Atlanta Hawks,Sacramento Kings,0.6828999915432288
Washington Wizards,Indiana Pacers,0.5530052065583574
Charlotte Hornets,Los Angeles Clippers,0.5126370897779879
Cleveland Cavaliers,Denver Nuggets,0.9245833831967131
Dallas Mavericks,Orlando Magic,0.6155493171031743
Houston Rockets,Phoenix Suns,0.818072069397948
Indiana Pacers,Milwaukee Bucks,0.7919711206165739
Golden State Warriors,Oklahoma City Thunder,0.5390706263744085
Miami Heat,Philadelphia 76ers,0.9923515589884193
Boston Celtics,Utah Jazz,0.63884596588184
Chicago Bulls,Minnesota Timberwolves,0.8443403015102922
San Antonio Spurs,New York Knicks,0.8684053532659837
Sacramento Kings,New Orleans Pelicans,0.603444350683428
Toronto Raptors,Detroit Pistons,0.7746046384392391
Memphis Grizzlies,Brooklyn Nets,0.8808223795916972
Charlotte Hornets,Philadelphia 76ers,0.9857285168751309
Boston Celtics,Dallas Mavericks,0.62365122156673
Golden State Warriors,Denver Nuggets,0.8698901788090247
San Antonio Spurs,Indiana Pacers,0.6498021217264034
Miami Heat,Orlando Magic,0.7843961076199766
Detroit Pistons,Milwaukee Bucks,0.6992245402933652
New Orleans Pelicans,Phoenix Suns,0.6958741431314802
Portland Trail Blazers,Atlanta Hawks,0.5293577965051494
Los Angeles Clippers,Utah Jazz,0.6635088849516642
Oklahoma City Thunder,Washington Wizards,0.6240078748613551
Toronto Raptors,Chicago Bulls,0.5442725531140709
Sacramento Kings,Los Angeles Lakers,0.9156561926420086
Cleveland Cavaliers,Minnesota Timberwolves,0.9111062083175947
Boston Celtics,Philadelphia 76ers,0.9880961363783872
Milwaukee Bucks,Brooklyn Nets,0.786226298043712
Cleveland Cavaliers,Indiana Pacers,0.8372054522409083
Denver Nuggets,Minnesota Timberwolves,0.6553104575032329
Detroit Pistons,Dallas Mavericks,0.5824253030694225
Golden State Warriors,Sacramento Kings,0.9193941105020209
Miami Heat,Houston Rockets,0.6480065354951264
Los Angeles Clippers,Atlanta Hawks,0.6565129053612456
Memphis Grizzlies,New Orleans Pelicans,0.6963998168426252
Oklahoma City Thunder,New York Knicks,0.870566531853818
San Antonio Spurs,Orlando Magic,0.7958838661868818
Phoenix Suns,Los Angeles Lakers,0.636295919229204
Toronto Raptors,Charlotte Hornets,0.7141132721098766
Portland Trail Blazers,Utah Jazz,0.5750620486424014
Chicago Bulls,Boston Celtics,0.5536333640461976
Indiana Pacers,Washington Wizards,0.5837999598701046
Cleveland Cavaliers,New York Knicks,0.9161473242530701
Detroit Pistons,Charlotte Hornets,0.5031947267546331
Golden State Warriors,Los Angeles Clippers,0.7753166848653121
Houston Rockets,New Orleans Pelicans,0.6794730948228566
Portland Trail Blazers,Orlando Magic,0.6507230336237453
Sacramento Kings,Denver Nuggets,0.5797755077334855
Atlanta Hawks,Miami Heat,0.5168204764732769
Chicago Bulls,Phoenix Suns,0.9046169774693461
Denver Nuggets,Brooklyn Nets,0.8189497805304587
Indiana Pacers,Memphis Grizzlies,0.6545123785250002
San Antonio Spurs,Los Angeles Clippers,0.5167182270227042
Utah Jazz,Milwaukee Bucks,0.6765716248428274
Dallas Mavericks,Minnesota Timberwolves,0.7382658552248245
Oklahoma City Thunder,Los Angeles Lakers,0.9708640296172074
Washington Wizards,Philadelphia 76ers,0.9866177828150837
Toronto Raptors,Boston Celtics,0.6736466317956445
Cleveland Cavaliers,Chicago Bulls,0.7369418306690967
Dallas Mavericks,New Orleans Pelicans,0.7162352496967308
Golden State Warriors,Brooklyn Nets,0.9803840525354078
Houston Rockets,Minnesota Timberwolves,0.7625511971963217
Miami Heat,Indiana Pacers,0.6856616223729648
New York Knicks,Philadelphia 76ers,0.9346085205831088
Atlanta Hawks,Orlando Magic,0.6561250916500725
Charlotte Hornets,Sacramento Kings,0.6943169257265802
Memphis Grizzlies,Denver Nuggets,0.5667933425965037
Boston Celtics,Detroit Pistons,0.5443684643709141
Los Angeles Clippers,Charlotte Hornets,0.6444071532981046
San Antonio Spurs,Los Angeles Lakers,0.9809678985070471
Milwaukee Bucks,Phoenix Suns,0.6639326918726092
Oklahoma City Thunder,New Orleans Pelicans,0.8927517742491977
Toronto Raptors,Portland Trail Blazers,0.7295910983289572
Washington Wizards,Utah Jazz,0.5899895244383148
Boston Celtics,Atlanta Hawks,0.6426626374402876
Cleveland Cavaliers,Milwaukee Bucks,0.9344815056552894
Miami Heat,Dallas Mavericks,0.6420916087331425
Indiana Pacers,Houston Rockets,0.5166667572372972
Toronto Raptors,New York Knicks,0.8592564813200448
Golden State Warriors,Philadelphia 76ers,0.9964278991257555
Sacramento Kings,Minnesota Timberwolves,0.6651937147346263
Chicago Bulls,Denver Nuggets,0.8246701654422705
Detroit Pistons,Portland Trail Blazers,0.5224554184810867
Charlotte Hornets,Los Angeles Lakers,0.9637701832227473
Memphis Grizzlies,Phoenix Suns,0.8074496834639434
Oklahoma City Thunder,Utah Jazz,0.7864307529062736
Golden State Warriors,Washington Wizards,0.7495517868962176
Atlanta Hawks,Dallas Mavericks,0.6586683734956211
Cleveland Cavaliers,Boston Celtics,0.6074468849048518
Los Angeles Clippers,Houston Rockets,0.746562133422015
Miami Heat,Philadelphia 76ers,0.9877710342165046
Denver Nuggets,Milwaukee Bucks,0.5051066149453266
Detroit Pistons,New Orleans Pelicans,0.7146581525067943
Orlando Magic,New York Knicks,0.5812020289575459
Sacramento Kings,Brooklyn Nets,0.8253912173785329
San Antonio Spurs,Indiana Pacers,0.8044714688670618
Toronto Raptors,Washington Wizards,0.7703990126156881
Utah Jazz,Minnesota Timberwolves,0.7553343673741014
Golden State Warriors,Chicago Bulls,0.6523679711071337
Charlotte Hornets,Phoenix Suns,0.8877482716019236
Oklahoma City Thunder,Portland Trail Blazers,0.5942591373429048
Cleveland Cavaliers,Atlanta Hawks,0.6531414772670769
Dallas Mavericks,Memphis Grizzlies,0.5698666278900446
Boston Celtics,Los Angeles Lakers,0.969871481714568
Los Angeles Clippers,Milwaukee Bucks,0.811837063831494
San Antonio Spurs,New Orleans Pelicans,0.8697340583170987
Miami Heat,Orlando Magic,0.7250042540998134
New York Knicks,Philadelphia 76ers,0.9725737124947454
Oklahoma City Thunder,Phoenix Suns,0.9251079759934242
Utah Jazz,Brooklyn Nets,0.8801710922186475
Toronto Raptors,Washington Wizards,0.6557280422630591
Chicago Bulls,Los Angeles Clippers,0.5266622647678831
Charlotte Hornets,Denver Nuggets,0.7035876454530692
Houston Rockets,Memphis Grizzlies,0.5635230742045355
Cleveland Cavaliers,Miami Heat,0.6139309728805389
Toronto Raptors,Milwaukee Bucks,0.8514851263186893
Detroit Pistons,Philadelphia 76ers,0.9862981096261244
Portland Trail Blazers,Brooklyn Nets,0.9196800026469326
San Antonio Spurs,Minnesota Timberwolves,0.933880732953847
Atlanta Hawks,Indiana Pacers,0.6481469299345877
Oklahoma City Thunder,Dallas Mavericks,0.6814129468642112
New Orleans Pelicans,Los Angeles Lakers,0.8850099530834574
Golden State Warriors,New York Knicks,0.905598344829453
Boston Celtics,Phoenix Suns,0.9053953676790633
Utah Jazz,Sacramento Kings,0.5976737151699003
Washington Wizards,Orlando Magic,0.6735702445155392
Golden State Warriors,Atlanta Hawks,0.6677752516832471
Charlotte Hornets,Indiana Pacers,0.6509887673124035
Cleveland Cavaliers,Miami Heat,0.7491312117646014
Denver Nuggets,Sacramento Kings,0.5079468237180362
Chicago Bulls,Detroit Pistons,0.5796096529459058
Los Angeles Clippers,Boston Celtics,0.5996059227864103
Memphis Grizzlies,Brooklyn Nets,0.876931134728197
Orlando Magic,New York Knicks,0.5812020289575459
Milwaukee Bucks,Philadelphia 76ers,0.9644939456591366
San Antonio Spurs,Houston Rockets,0.8357305918983616
Utah Jazz,New Orleans Pelicans,0.7027816650000587
Dallas Mavericks,Los Angeles Lakers,0.909940896204468
Oklahoma City Thunder,Portland Trail Blazers,0.7223299540890391
Washington Wizards,Phoenix Suns,0.854808586666194
Atlanta Hawks,Brooklyn Nets,0.93767825291979
Washington Wizards,Denver Nuggets,0.6386065269853716
Golden State Warriors,Boston Celtics,0.7936700662225686
Houston Rockets,Utah Jazz,0.5210899455415743
Indiana Pacers,Detroit Pistons,0.5896027707889783
Miami Heat,Charlotte Hornets,0.6239663270259357
New York Knicks,Milwaukee Bucks,0.5338548675191277
Los Angeles Clippers,Minnesota Timberwolves,0.839736094213751
Toronto Raptors,New Orleans Pelicans,0.8606627402480387
Chicago Bulls,Orlando Magic,0.737549792103448
San Antonio Spurs,Sacramento Kings,0.8846492293799829
Cleveland Cavaliers,Detroit Pistons,0.7226219760153776
Los Angeles Clippers,Memphis Grizzlies,0.670254747928085
Oklahoma City Thunder,San Antonio Spurs,0.5541624543855159
Phoenix Suns,Los Angeles Lakers,0.636295919229204
Portland Trail Blazers,Philadelphia 76ers,0.981100580990324
Toronto Raptors,Atlanta Hawks,0.5612485910793248
Chicago Bulls,Houston Rockets,0.7092818563051785
Charlotte Hornets,Orlando Magic,0.7567503848012392
Dallas Mavericks,Brooklyn Nets,0.8868874970033557
Boston Celtics,Denver Nuggets,0.7417648843958831
Indiana Pacers,Milwaukee Bucks,0.7087172573150957
Golden State Warriors,Minnesota Timberwolves,0.916252093325574
Washington Wizards,Sacramento Kings,0.6283768973050274
Charlotte Hornets,New Orleans Pelicans,0.830631422640073
Dallas Mavericks,Phoenix Suns,0.8218854378573365
Detroit Pistons,New York Knicks,0.7388135023722843
Los Angeles Clippers,Philadelphia 76ers,0.9887910469960158
Atlanta Hawks,Memphis Grizzlies,0.5882550146180634
Toronto Raptors,Miami Heat,0.5192955327989087
Milwaukee Bucks,Minnesota Timberwolves,0.5852218283146798
Oklahoma City Thunder,Utah Jazz,0.7864307529062736
Cleveland Cavaliers,Orlando Magic,0.8415232810890754
Portland Trail Blazers,Washington Wizards,0.588904301685777
Sacramento Kings,Denver Nuggets,0.5797755077334855
San Antonio Spurs,Golden State Warriors,0.5263344781322705
Boston Celtics,Chicago Bulls,0.5497698584897734
New York Knicks,Brooklyn Nets,0.8276224957723229
Cleveland Cavaliers,Houston Rockets,0.7875921712563857
Miami Heat,Indiana Pacers,0.5564649257512061
Los Angeles Lakers,Philadelphia 76ers,0.6466292733252044
Portland Trail Blazers,Phoenix Suns,0.8798321087265523
Charlotte Hornets,Chicago Bulls,0.5039852951222036
Denver Nuggets,Los Angeles Lakers,0.8535633168560122
Memphis Grizzlies,Milwaukee Bucks,0.7075615743216156
Washington Wizards,Minnesota Timberwolves,0.743036944543981
